,title,company,location,job_desc,date_posted,date_scrapped,salary,job_url
66,Sr Machine Learning Engineer (NLP) – ATG,ServiceNow,"Santa Clara, CA","Company Description   At ServiceNow, our technology makes the world work for everyone, and our people make it possible. We move fast because the world can’t wait, and we innovate i…",None,2022-05-19,,https://www.careerjet.co.za/jobad/us75fb4605dc852101f287b6ee5cf7120b
67,"Staff Software Engineer I, Machine Learning Systems",Etsy,"Seattle, WA","Company Description   Etsy is the global marketplace for unique and creative goods. We build, power, and evolve the tools and technologies that connect entrepreneurs with buyers ar…",None,2022-05-19,,https://www.careerjet.co.za/jobad/usd5f94a3e66f94e42236430a111d41f40
68,Staff Machine Learning Engineer - ATG,ServiceNow,"Santa Clara, CA","Company Description   At ServiceNow, our technology makes the world work for everyone, and our people make it possible. We move fast because the world can’t wait, and we innovate i…",None,2022-05-19,,https://www.careerjet.co.za/jobad/use2f40b3399bc43bcdafacf062fce8ef6
69,Machine Learning Engineer,Siri InfoSolutions Inc,"Plano, TX","Good Afternoon,  Hope you are doing well.  This is Lucy from Waynsys, We are currently looking for a Machine Learning Engineer. Below are the skills our client is looking for. If y…",None,2022-05-19,,https://www.careerjet.co.za/jobad/us4226d02b10b84cda2068a0d872639596
70,"Senior Machine Learning Engineer, Developer Advocacy - International Re",Hugging Face,"New York City, NY","Here at Hugging Face, we’re on a journey to advance and democratize Machine Learning for everyone. We create techniques that enable people to develop ML regardless of their backgro…",None,2022-05-19,,https://www.careerjet.co.za/jobad/us8a51523be737b078a3d69392ea5a246f
71,"Senior Engineering Manager, Machine Learning Systems",Etsy,"San Francisco, CA","Company Description   Etsy is the global marketplace for unique and creative goods. We build, power, and evolve the tools and technologies that connect entrepreneurs with buyers ar…",None,2022-05-19,,https://www.careerjet.co.za/jobad/us920f1170954e716d1aa4312cba75cd79
72,Big Data/Machine Learning Engineer - Sr,My3Tech,USA,Apex notes:  Not looking for someone who has touched AI/ML work.  Looking for someone who can take models and build it into an enterprise frame production environment.  Also needs …,None,2022-05-19,,https://www.careerjet.co.za/jobad/usc873102cd340b83d16497cca6862f694
73,Lead Machine Learning Engineer (Remote- Eligible),Capital One,"New York City, NY","11 West 19th Street (22008), United States of America, New York, New York   Lead Machine Learning Engineer (Remote- Eligible)   As a Capital One Machine Learning Engineer (MLE), yo…",1 day ago,2022-05-19,,https://www.careerjet.co.za/jobad/us6f25676fa0f0da9da5251b60e9e828a1
74,"Machine Learning, Software Engineer",Twilio,"New York City, NY",See yourself at Twilio   Join the team as our next ML Engineer   Who we are & why we're hiring   Twilio powers real-time business communications and data solutions that help build …,None,2022-05-19,"$109,280-150,260 per year",https://www.careerjet.co.za/jobad/us2cc2d2173291d0c121dbe6b91609bf7b
75,"Software Engineer III, Machine Learning, Core",Google,"San Diego, CA",Note: Google’s hybrid workplace includes remote and in-office roles. By applying to this position you will have an opportunity to share your preferred working location from the fol…,None,2022-05-19,"$120,000-129,000 per year",https://www.careerjet.co.za/jobad/usae198b71246eeb93387152574a2b2e04
76,"Software Engineer III, On-Device Machine Learning, TensorFlow",Google,"Seattle, WA",Note: Google’s hybrid workplace includes remote and in-office roles. By applying to this position you will have an opportunity to share your preferred working location from the fol…,None,2022-05-19,"$142,000-153,000 per year",https://www.careerjet.co.za/jobad/usa43a91a5fa2dfc5d72c9c4536386be8e
77,"Software Engineer III, On-Device Machine Learning, TensorFlow",Google,"Mountain View, CA",Note: Google’s hybrid workplace includes remote and in-office roles. By applying to this position you will have an opportunity to share your preferred working location from the fol…,None,2022-05-19,"$142,000-153,000 per year",https://www.careerjet.co.za/jobad/usb8ba373a5d227dc9ca35050e40525337
78,Lead Machine Learning Engineer,Dialexa,"Dallas, TX","Dialexa is expanding its Data Science practice and is looking for great talent to join us in building intelligent, next-generation platforms. Are you tired of just pushing out ones…",None,2022-05-19,,https://www.careerjet.co.za/jobad/us39a67ada346a38cf310d8fb03046df43
79,MACHINE LEARNING ENGINEER,Diverse Lynx,"New York City, NY","Job Description   Hi,   My name is Neha Agarwal and I'm an Account Manager at Diverse Lynx. We provide IT Consulting Services to our customers immediate and long-term resource need…",None,2022-05-19,,https://www.careerjet.co.za/jobad/us8f0cca80ab0b9e63efd2877fe83cf86f
80,AI /Machine Learning Engineer - (3 months C2H role) || Remote,Amaze Systems Inc.,USA,"Position   Ai/ Machine Learning Engineer   Location   Hartford, CT Remote Work   Position Type   3 Months Contract to Hire   Mandatory   C#, OpenShift, TypeScript, AWS/Azure Comput…",None,2022-05-19,,https://www.careerjet.co.za/jobad/us3db094ee4c3c49b820186c1b29c8ac1d
81,Machine Learning Engineer (remote),Deepwatch,"Tampa, FL","Who We Are   Guided by our Core Values, Deepwatch is securing the digital economy by tenaciously protecting enterprise networks - everywhere, everyday. Our team, many of the most t…",None,2022-05-19,"$112,000 per year",https://www.careerjet.co.za/jobad/us23e1391d4d9c895b76f8929573942f4e
82,Lead Machine Learning Engineer (Remote),Dialexa,"Dallas, TX","Dialexa is expanding its Data Science practice and is looking for great talent to join us in building intelligent, next-generation platforms. Are you tired of just pushing out ones…",None,2022-05-19,,https://www.careerjet.co.za/jobad/usded2f87d67c66f2b21401029ac8dfcc6
83,REMOTE Software Engineer Specializing in Machine Learning,CyberCoders,"San Francisco, CA","We are an established industry leading Software company. We are hiring for a REMOTE, full-time, experienced software engineer to join our Machine Learning team.   Top Reasons to Wo…",None,2022-05-19,"$140,000-170,000 per year",https://www.careerjet.co.za/jobad/us4eed56b654a8d044dc22aa428b342b79
84,"Senior Software Engineer II, Machine Learning Systems",Etsy,"Brooklyn, NY","Company Description   Etsy is the global marketplace for unique and creative goods. We build, power, and evolve the tools and technologies that connect entrepreneurs with buyers ar…",None,2022-05-19,,https://www.careerjet.co.za/jobad/us5f448d3125a1d386f4695c10f3a70d45
85,"Senior Software Engineer II, Front End (Machine Learning)",Etsy,"San Francisco, CA","Company Description   Etsy is the global marketplace for unique and creative goods. We build, power, and evolve the tools and technologies that connect entrepreneurs with buyers ar…",None,2022-05-19,"$136,000-177,000 per year",https://www.careerjet.co.za/jobad/us49de481fc7ea34479a12e3ac02262da8
86,Sr Machine Learning Engineer (NLP) – ATG,ServiceNow,"Santa Clara, CA","Company Description   At ServiceNow, our technology makes the world work for everyone, and our people make it possible. We move fast because the world can’t wait, and we innovate i…",None,2022-05-19,,https://www.careerjet.co.za/jobad/us75fb4605dc852101f287b6ee5cf7120b
87,"Staff Software Engineer I, Machine Learning Systems",Etsy,"Seattle, WA","Company Description   Etsy is the global marketplace for unique and creative goods. We build, power, and evolve the tools and technologies that connect entrepreneurs with buyers ar…",None,2022-05-19,,https://www.careerjet.co.za/jobad/usd5f94a3e66f94e42236430a111d41f40
88,Staff Machine Learning Engineer - ATG,ServiceNow,"Santa Clara, CA","Company Description   At ServiceNow, our technology makes the world work for everyone, and our people make it possible. We move fast because the world can’t wait, and we innovate i…",None,2022-05-19,,https://www.careerjet.co.za/jobad/use2f40b3399bc43bcdafacf062fce8ef6
89,Machine Learning Engineer,Siri InfoSolutions Inc,"Plano, TX","Good Afternoon,  Hope you are doing well.  This is Lucy from Waynsys, We are currently looking for a Machine Learning Engineer. Below are the skills our client is looking for. If y…",None,2022-05-19,,https://www.careerjet.co.za/jobad/us4226d02b10b84cda2068a0d872639596
90,"Senior Machine Learning Engineer, Developer Advocacy - International Re",Hugging Face,"New York City, NY","Here at Hugging Face, we’re on a journey to advance and democratize Machine Learning for everyone. We create techniques that enable people to develop ML regardless of their backgro…",None,2022-05-19,,https://www.careerjet.co.za/jobad/us8a51523be737b078a3d69392ea5a246f
91,"Senior Engineering Manager, Machine Learning Systems",Etsy,"San Francisco, CA","Company Description   Etsy is the global marketplace for unique and creative goods. We build, power, and evolve the tools and technologies that connect entrepreneurs with buyers ar…",None,2022-05-19,,https://www.careerjet.co.za/jobad/us920f1170954e716d1aa4312cba75cd79
92,Big Data/Machine Learning Engineer - Sr,My3Tech,USA,Apex notes:  Not looking for someone who has touched AI/ML work.  Looking for someone who can take models and build it into an enterprise frame production environment.  Also needs …,None,2022-05-19,,https://www.careerjet.co.za/jobad/usc873102cd340b83d16497cca6862f694
93,Lead Machine Learning Engineer (Remote- Eligible),Capital One,"New York City, NY","11 West 19th Street (22008), United States of America, New York, New York   Lead Machine Learning Engineer (Remote- Eligible)   As a Capital One Machine Learning Engineer (MLE), yo…",1 day ago,2022-05-19,,https://www.careerjet.co.za/jobad/us6f25676fa0f0da9da5251b60e9e828a1
94,"Machine Learning, Software Engineer",Twilio,"New York City, NY",See yourself at Twilio   Join the team as our next ML Engineer   Who we are & why we're hiring   Twilio powers real-time business communications and data solutions that help build …,None,2022-05-19,"$109,280-150,260 per year",https://www.careerjet.co.za/jobad/us2cc2d2173291d0c121dbe6b91609bf7b
95,"Software Engineer III, Machine Learning, Core",Google,"San Diego, CA",Note: Google’s hybrid workplace includes remote and in-office roles. By applying to this position you will have an opportunity to share your preferred working location from the fol…,None,2022-05-19,"$120,000-129,000 per year",https://www.careerjet.co.za/jobad/usae198b71246eeb93387152574a2b2e04
96,"Software Engineer III, On-Device Machine Learning, TensorFlow",Google,"Seattle, WA",Note: Google’s hybrid workplace includes remote and in-office roles. By applying to this position you will have an opportunity to share your preferred working location from the fol…,None,2022-05-19,"$142,000-153,000 per year",https://www.careerjet.co.za/jobad/usa43a91a5fa2dfc5d72c9c4536386be8e
97,"Software Engineer III, On-Device Machine Learning, TensorFlow",Google,"Mountain View, CA",Note: Google’s hybrid workplace includes remote and in-office roles. By applying to this position you will have an opportunity to share your preferred working location from the fol…,None,2022-05-19,"$142,000-153,000 per year",https://www.careerjet.co.za/jobad/usb8ba373a5d227dc9ca35050e40525337
98,Lead Machine Learning Engineer,Dialexa,"Dallas, TX","Dialexa is expanding its Data Science practice and is looking for great talent to join us in building intelligent, next-generation platforms. Are you tired of just pushing out ones…",None,2022-05-19,,https://www.careerjet.co.za/jobad/us39a67ada346a38cf310d8fb03046df43
99,MACHINE LEARNING ENGINEER,Diverse Lynx,"New York City, NY","Job Description   Hi,   My name is Neha Agarwal and I'm an Account Manager at Diverse Lynx. We provide IT Consulting Services to our customers immediate and long-term resource need…",None,2022-05-19,,https://www.careerjet.co.za/jobad/us8f0cca80ab0b9e63efd2877fe83cf86f
100,AI /Machine Learning Engineer - (3 months C2H role) || Remote,Amaze Systems Inc.,USA,"Position   Ai/ Machine Learning Engineer   Location   Hartford, CT Remote Work   Position Type   3 Months Contract to Hire   Mandatory   C#, OpenShift, TypeScript, AWS/Azure Comput…",None,2022-05-19,,https://www.careerjet.co.za/jobad/us3db094ee4c3c49b820186c1b29c8ac1d
101,Machine Learning Engineer (remote),Deepwatch,"Tampa, FL","Who We Are   Guided by our Core Values, Deepwatch is securing the digital economy by tenaciously protecting enterprise networks - everywhere, everyday. Our team, many of the most t…",None,2022-05-19,"$112,000 per year",https://www.careerjet.co.za/jobad/us23e1391d4d9c895b76f8929573942f4e
